Artist,Museum,Gender,Ethnicity,Location,Year
Thomas Lanigan-Schmidt,Whitney Museum of American Art,man,white,North America,1950.0
Edward Laning,Whitney Museum of American Art,man,white,North America,1910.0
J.J. Lankes,Whitney Museum of American Art,man,,North America,1880.0
Michael A. Lantz,Whitney Museum of American Art,man,,North America,1910.0
Ellen Lanyon,Whitney Museum of American Art,woman,white,North America,1930.0
Mauricio Lasansky,Whitney Museum of American Art,man,,Latin America and the Caribbean,1910.0
Maha Maamoun,Whitney Museum of American Art,woman,,,1970.0
Nathan Mabry,Whitney Museum of American Art,man,white,North America,1980.0
Kim MacConnel,Whitney Museum of American Art,man,white,North America,1950.0
Chris Macdonald,Whitney Museum of American Art,man,white,North America,1960.0
Stanton Macdonald-Wright,Whitney Museum of American Art,man,white,North America,1890.0
Sheldon Machlin,Whitney Museum of American Art,man,white,North America,1920.0
George Maciunas,Whitney Museum of American Art,man,,,1930.0
Anissa Mack,Whitney Museum of American Art,woman,white,North America,1970.0
Diane MacKown,Whitney Museum of American Art,woman,,,
Elmer L. MacRae,Whitney Museum of American Art,man,white,North America,1880.0
Tala Madani,Whitney Museum of American Art,woman,other,Asia and the Pacific,1980.0
Jack Madson,Whitney Museum of American Art,man,white,North America,1930.0
Gus Mager,Whitney Museum of American Art,man,white,North America,1880.0
Marco Maggi,Whitney Museum of American Art,man,,Latin America and the Caribbean,1960.0
Jill Magid,Whitney Museum of American Art,woman,white,North America,1970.0
Oscar Magnan,Whitney Museum of American Art,man,,,1940.0
Florian Maier-Aichen,Whitney Museum of American Art,man,white,Europe,1970.0
Monica Majoli,Whitney Museum of American Art,woman,white,North America,1960.0
Frank Majore,Whitney Museum of American Art,man,white,North America,1950.0
Oronzio Maldarelli,Whitney Museum of American Art,man,white,,1890.0
Robert Mallary,Whitney Museum of American Art,man,white,,
Mathieu Malouf,Whitney Museum of American Art,man,white,North America,1980.0
Howard Mandel,Whitney Museum of American Art,man,white,North America,1920.0
IAfA?igo Manglano-Ovalle,Whitney Museum of American Art,man,hispanic,,1960.0
Robert Mangold,Whitney Museum of American Art,man,white,North America,1940.0
Sylvia Plimack Mangold,Whitney Museum of American Art,,white,North America,1940.0
Babette Mangolte,Whitney Museum of American Art,woman,white,Europe,1940.0
Peppino Gino Mangravite,Whitney Museum of American Art,man,white,Europe,1900.0
Katinka Mann,Whitney Museum of American Art,woman,white,North America,1920.0
Sally Mann,Whitney Museum of American Art,woman,white,North America,1950.0
Leo Manso,Whitney Museum of American Art,man,white,North America,1910.0
Larry Mantello,Whitney Museum of American Art,man,white,North America,1960.0
Billy Name,Whitney Museum of American Art,man,white,North America,1940.0
Avon Neal,Whitney Museum of American Art,man,white,North America,1920.0
Anne Neely,Whitney Museum of American Art,woman,white,North America,1950.0
Warren Neidich,Whitney Museum of American Art,man,white,North America,
Joan Nelson,Whitney Museum of American Art,woman,,North America,1960.0
Jackson Lee Nesbitt,Whitney Museum of American Art,man,white,North America,1910.0
Louise Nevelson,Whitney Museum of American Art,woman,white,Europe,1900.0
Warren Newcombe,Whitney Museum of American Art,man,white,North America,1890.0
Daniel Newman,Whitney Museum of American Art,man,white,North America,1930.0
John Newman,Whitney Museum of American Art,man,white,North America,1950.0
Mark Newport,Whitney Museum of American Art,man,white,North America,1960.0
Terence La Noue,Whitney Museum of American Art,man,white,North America,1940.0
Catherine Frances O'Brien,Whitney Museum of American Art,woman,white,,1890.0
Alice O'Connor,Whitney Museum of American Art,woman,,North America,
Thomas O'Connor,Whitney Museum of American Art,,,,
Shaun O'Dell,Whitney Museum of American Art,man,white,North America,1970.0
Pat O'Neill,Whitney Museum of American Art,man,,North America,
John O'Reilly,Whitney Museum of American Art,man,white,,
Daniel Oates,Whitney Museum of American Art,man,white,,1960.0
Chiura Obata,Whitney Museum of American Art,man,asian,,1880.0
Manuel Ocampo,Whitney Museum of American Art,man,asian,Asia and the Pacific,1960.0
Ruben Ochoa,Whitney Museum of American Art,man,,North America,1970.0
Doug Ohlson,Whitney Museum of American Art,man,white,North America,1940.0
Kenzo Okada,Whitney Museum of American Art,man,asian,Asia and the Pacific,1900.0
Ken Okiishi,Whitney Museum of American Art,man,,,1980.0
Toby Old,Whitney Museum of American Art,man,white,North America,1940.0
Jules Olitski,Whitney Museum of American Art,,white,,1920.0
Nathan Oliveira,Whitney Museum of American Art,man,white,North America,1930.0
Pauline Oliveros,Whitney Museum of American Art,woman,white,North America,1930.0
Earle Olsen,Whitney Museum of American Art,man,white,North America,1930.0
William Omwake,Whitney Museum of American Art,man,white,North America,1950.0
Yoko Ono,Whitney Museum of American Art,woman,asian,Asia and the Pacific,1930.0
Catherine Opie,Whitney Museum of American Art,,white,North America,1960.0
Dennis Oppenheim,Whitney Museum of American Art,man,white,North America,1940.0
Kristin Oppenheim,Whitney Museum of American Art,woman,,North America,1960.0
William Pachner,Whitney Museum of American Art,man,white,Europe,1920.0
David Packard,Whitney Museum of American Art,man,white,North America,1930.0
Anthony Padovano,Whitney Museum of American Art,man,white,North America,1930.0
Trevor Paglen,Whitney Museum of American Art,man,white,North America,1970.0
Matthew Palladino,Whitney Museum of American Art,man,white,North America,1990.0
William C. Palmer,Whitney Museum of American Art,man,white,North America,1910.0
Tommy Dale Palmore,Whitney Museum of American Art,man,,North America,1940.0
Tod Papageorge,Whitney Museum of American Art,man,white,North America,1940.0
Fred Papsdorf,Whitney Museum of American Art,man,white,North America,1890.0
Jorge Pardo,Whitney Museum of American Art,man,hispanic,Latin America and the Caribbean,1960.0
Harold Paris,Whitney Museum of American Art,man,white,North America,1920.0
Charlotte Park,Whitney Museum of American Art,woman,white,North America,1920.0
David Park,Whitney Museum of American Art,man,white,North America,1910.0
Robert ParkeHarrison,Whitney Museum of American Art,man,white,North America,1970.0
Shana ParkeHarrison,Whitney Museum of American Art,,white,North America,1970.0
Ann Parker,Whitney Museum of American Art,woman,white,,1930.0
Bill Parker,Whitney Museum of American Art,man,white,North America,1920.0
Erik Parker,Whitney Museum of American Art,man,white,,1970.0
James Parker,Whitney Museum of American Art,man,white,,1930.0
Raymond Parker,Whitney Museum of American Art,man,white,North America,1920.0
Steven Parrino,Whitney Museum of American Art,man,white,North America,1960.0
Lloyd Parsons,Whitney Museum of American Art,man,white,North America,1890.0
Ed Paschke,Whitney Museum of American Art,man,white,,1940.0
Jennifer Pastor,Whitney Museum of American Art,woman,white,North America,1970.0
Niki de Saint Phalle,Whitney Museum of American Art,woman,white,Europe,1930.0
Eileen Quinlan,Whitney Museum of American Art,woman,white,North America,1970.0
Edmond Thomas Quinn,Whitney Museum of American Art,man,,North America,1870.0
AndrAfAC Racz,Whitney Museum of American Art,man,,Europe,1920.0
Sara Greenberger Rafferty,Whitney Museum of American Art,woman,white,North America,1980.0
Andrew Raftery,Whitney Museum of American Art,man,white,North America,1960.0
Yvonne Rainer,Whitney Museum of American Art,woman,white,North America,1930.0
Christina Ramberg,Whitney Museum of American Art,woman,white,North America,1950.0
Mel Ramos,Whitney Museum of American Art,man,white,North America,1940.0
Daniel Rasmusson,Whitney Museum of American Art,man,white,North America,
David Rathman,Whitney Museum of American Art,man,white,North America,1960.0
Abraham Rattner,Whitney Museum of American Art,man,white,North America,1900.0
Robert Rauschenberg,Whitney Museum of American Art,man,white,North America,1920.0
Charles Ray,Whitney Museum of American Art,man,white,North America,1950.0
Man Ray,Whitney Museum of American Art,man,white,North America,1890.0
Blake Rayne,Whitney Museum of American Art,man,,North America,1970.0
Bernard Reder,Whitney Museum of American Art,man,white,Europe,1900.0
Edward Redfield,Whitney Museum of American Art,man,white,North America,1870.0
Erwin Redl,Whitney Museum of American Art,man,white,Europe,1960.0
Dede Hagist Reed,Whitney Museum of American Art,,,,1950.0
Jeffrey Reed,Whitney Museum of American Art,man,white,,1970.0
Robert Reed,Whitney Museum of American Art,man,,North America,1940.0
Anton Refregier,Whitney Museum of American Art,man,white,,1900.0
Earl Reiback,Whitney Museum of American Art,man,,North America,1930.0
Murray Reich,Whitney Museum of American Art,man,white,North America,1930.0
Elaine Reichek,Whitney Museum of American Art,woman,white,North America,1940.0
Laurie Reid,Whitney Museum of American Art,woman,white,North America,1960.0
William Reimann,Whitney Museum of American Art,man,white,North America,1940.0
Ad Reinhardt,Whitney Museum of American Art,man,,North America,1910.0
Allen Saalburg,Whitney Museum of American Art,man,,North America,1900.0
Alison Saar,Whitney Museum of American Art,woman,white,North America,1960.0
Betye Saar,Whitney Museum of American Art,woman,black,North America,1930.0
Raphael Sabatini,Whitney Museum of American Art,man,white,,
Ira Sachs,Whitney Museum of American Art,man,white,North America,1960.0
Tom Sachs,Whitney Museum of American Art,man,white,North America,1970.0
Juan SAfA!nchez,Whitney Museum of American Art,man,hispanic,North America,1950.0
Kay Sage,Whitney Museum of American Art,woman,white,North America,1900.0
Takako Saito,Whitney Museum of American Art,woman,asian,Asia and the Pacific,1930.0
Jason Salavon,Whitney Museum of American Art,man,white,North America,1970.0
Attilio Salemme,Whitney Museum of American Art,man,white,North America,
Lucia Autorino Salemme,Whitney Museum of American Art,,white,North America,1920.0
David Salle,Whitney Museum of American Art,man,white,North America,1950.0
Victoria Sambunaris,Whitney Museum of American Art,woman,white,North America,1960.0
Frank Samperi,Whitney Museum of American Art,man,white,North America,1930.0
Paul Starrett Sample,Whitney Museum of American Art,man,white,North America,1900.0
Emilio Sanchez,Whitney Museum of American Art,,,,
Fred Sandback,Whitney Museum of American Art,man,white,North America,1940.0
Ludwig Sander,Whitney Museum of American Art,man,white,North America,1910.0
Hope Sandrow,Whitney Museum of American Art,woman,white,North America,1950.0
Sven Birger SandzAfACn,Whitney Museum of American Art,man,white,Europe,1870.0
HAfAClAfA?ne Sardeau,Whitney Museum of American Art,,white,Europe,
Alan Saret,Whitney Museum of American Art,man,white,North America,1940.0
John Singer Sargent,Whitney Museum of American Art,man,white,,1860.0
Charles Sarka,Whitney Museum of American Art,man,white,North America,1880.0
Paul Sarkisian,Whitney Museum of American Art,man,white,North America,1930.0
Raymond Saroff,Whitney Museum of American Art,man,white,North America,1920.0
Tadashi Sato,Whitney Museum of American Art,man,asian,North America,1920.0
Jacolby Satterwhite,Whitney Museum of American Art,man,,North America,1990.0
Peter Saul,Whitney Museum of American Art,man,white,North America,1930.0
Saul,Whitney Museum of American Art,man,,,
Dan Tague,Whitney Museum of American Art,man,white,North America,1970.0
Agnes Tait,Whitney Museum of American Art,woman,white,North America,1890.0
Peter Takal,Whitney Museum of American Art,man,white,,1900.0
Reuben Tam,Whitney Museum of American Art,man,other,North America,1920.0
Yves Tanguy,Whitney Museum of American Art,man,white,,1900.0
Dorothea Tanning,Whitney Museum of American Art,,,,
Anne Tardos,Whitney Museum of American Art,woman,white,Europe,1940.0
William Tarr,Whitney Museum of American Art,man,white,North America,1920.0
Frederic Taubes,Whitney Museum of American Art,,white,,1900.0
Henry Fitch Taylor,Whitney Museum of American Art,man,white,North America,1850.0
John W. Taylor,Whitney Museum of American Art,man,,,
Pavel Tchelitchew,Whitney Museum of American Art,man,white,Europe,1900.0
Val Telberg,Whitney Museum of American Art,man,white,Europe,1910.0
Mickalene Thomas,Whitney Museum of American Art,,black,North America,1970.0
Tomi Ungerer,Whitney Museum of American Art,man,white,Europe,1930.0
Kaari Upson,Whitney Museum of American Art,,,,
Michael Vahrenwald,Whitney Museum of American Art,man,,North America,
Meyer Vaisman,Whitney Museum of American Art,,,,1960.0
DeWain Valentine,Whitney Museum of American Art,man,,North America,1940.0
James Valerio,Whitney Museum of American Art,man,white,North America,1940.0
Ben Vautier,Whitney Museum of American Art,man,white,Europe,1940.0
Liena Vayzman,Whitney Museum of American Art,woman,white,,1970.0
Chris Verene,Whitney Museum of American Art,man,white,North America,1970.0
Esteban Vicente,Whitney Museum of American Art,man,hispanic,Europe,1900.0
Frede Vidar,Whitney Museum of American Art,,white,Europe,1910.0
Carlos Villa,Whitney Museum of American Art,man,,,1940.0
William Villalongo,Whitney Museum of American Art,man,black,North America,1980.0
Bill Viola,Whitney Museum of American Art,man,white,North America,1950.0
Banks Violette,Whitney Museum of American Art,man,white,North America,1970.0
Joseph Vogel,Whitney Museum of American Art,man,white,,
Julia Wachtel,Whitney Museum of American Art,woman,white,North America,1960.0
Yoshimasa Wada,Whitney Museum of American Art,man,asian,Asia and the Pacific,1940.0
Catherine Wagner,Whitney Museum of American Art,woman,white,North America,1950.0
Merrill Wagner,Whitney Museum of American Art,,white,North America,1940.0
Antek Walczak,Whitney Museum of American Art,man,white,North America,1970.0
John Walker,Whitney Museum of American Art,man,white,Europe,1940.0
Kara Walker,Whitney Museum of American Art,woman,black,North America,1970.0
Kelley Walker,Whitney Museum of American Art,,,North America,1970.0
Sandy Walker,Whitney Museum of American Art,,white,North America,1940.0
Abraham Walkowitz,Whitney Museum of American Art,man,white,,1880.0
Jeff Wall,Whitney Museum of American Art,man,white,North America,1950.0
Dan Walsh,Whitney Museum of American Art,,,North America,1960.0
